1, 8, 36695, 22978, 0.8691025641025641, 0.02903612658297939, [0.825      0.875      0.875      0.875      0.875      0.825    0.9        0.84615385 0.92307692 0.87179487], 2020-07-07 11:10:42.359813, 2020-07-07 12:02:39.046794
1, 9, 132647, 24159, 0.8843589743589744, 0.03345171287119831, [0.85       0.875      0.875      0.925      0.825      0.875    0.875      0.8974359  0.94871795 0.8974359 ], 2020-07-07 12:02:39.046800, 2020-07-07 12:58:31.672600
1, 10, 532738, 20759, 0.8792307692307693, 0.04141363009199326, [0.8        0.9        0.875      0.925      0.825      0.875    0.9        0.87179487 0.94871795 0.87179487], 2020-07-07 12:58:31.672608, 2020-07-07 14:04:17.186419
1, 11, 1543571, 16096, 0.8892307692307693, 0.03920415554460793, [0.875      0.925      0.875      0.925      0.85       0.825    0.925      0.84615385 0.94871795 0.8974359 ], 2020-07-07 14:04:17.186425, 2020-07-07 15:30:27.944193
1, 12, 3280387, 12386, 0.911923076923077, 0.022893142848473318, [0.925      0.925      0.9        0.925      0.875      0.875    0.925      0.8974359  0.94871795 0.92307692], 2020-07-07 15:30:27.944198, 2020-07-07 17:24:18.112299
1, 13, 4634475, 10797, 0.921923076923077, 0.020715743091531114, [0.925      0.95       0.925      0.95       0.9        0.925    0.875      0.92307692 0.92307692 0.92307692], 2020-07-07 17:24:18.112305, 2020-07-07 19:39:42.978057
1, 14, 5615086, 10061, 0.9169230769230771, 0.011107330060148975, [0.925      0.925      0.9        0.9        0.9        0.925    0.925      0.92307692 0.92307692 0.92307692], 2020-07-07 19:39:42.978063, 2020-07-07 22:10:59.633622
2, 8, 4927570, 8122, 0.8614102564102565, 0.0414994672937777, [0.85       0.875      0.9        0.9        0.825      0.825    0.875      0.76923077 0.8974359  0.8974359 ], 2020-07-07 11:26:39.112766, 2020-07-07 12:50:29.819051
2, 9, 5769566, 7879, 0.8842307692307692, 0.03198094847074988, [0.85       0.9        0.9        0.85       0.85       0.875    0.925      0.84615385 0.92307692 0.92307692], 2020-07-07 12:50:29.819059, 2020-07-07 14:21:19.647966
2, 10, 6082987, 7783, 0.8717948717948717, 0.03892984130944666, [0.875      0.9        0.85       0.85       0.8        0.825    0.9        0.87179487 0.92307692 0.92307692], 2020-07-07 14:21:19.647973, 2020-07-07 15:55:23.647708
2, 11, 6249418, 7715, 0.8741666666666668, 0.029283086896231696, [0.875      0.875      0.925      0.825      0.85       0.85    0.875      0.87179487 0.87179487 0.92307692], 2020-07-07 15:55:23.647716, 2020-07-07 17:31:41.044793
